geolocation_city,avg,avg
ivolândia,-16.605753501077007,-50.79301942212869
batinga,-12.933428437159534,-38.49847245588348
sarutaiá,-23.274495555012223,-49.476029232639874
virmond,-25.382085330116873,-52.2052858427296
palmital,-23.125618421190772,-50.54007528103115
ribeirao dos indios,-21.82919049074144,-51.60149509929
figueiropolis doeste,-15.446363708768631,-58.73563332389223
mairinque,-23.536502958352987,-47.18889011605326
pimenta,-20.481597211404086,-45.802931828413826
bonfinópolis,-16.619972889538836,-48.962837083074405
cajuru,-21.274432564825165,-47.305476221914155
água doce do norte,-18.548030631489365,-40.98834665691316
barra do bugres,-15.069536524574866,-57.18776571812149
curuca,-0.733749825344468,-47.85383556340391
pureza,-19.79692612947475,-41.142723074310524
mauá da serra,-23.896429683468217,-51.22577560610001
senador josé bento,-22.152823551811608,-46.15557579549066
uniao,-4.586032985094711,-42.862284182326924
sao mateus,-18.72236560328195,-39.84479521203485
barra d'alcântara,-6.520915112841016,-42.10528194236836
seringueiras,-11.778978995181951,-63.039559750283615
suzanápolis,-20.500968036493003,-51.02731883122343
inoa,-22.91621077201346,-42.867104365282074
simoes filho,-12.791937261455605,-38.39211601899306
marilândia do sul,-23.747389481031778,-51.303357453939384
freguesia do andira,-2.864206591808358,-56.99802835222093
japorã,-23.889780626242526,-54.40551412004807
salto da divisa,-16.005448054214195,-39.95457984625883
núcleo bandeirante,-15.870698999999997,-47.963313
embu,-23.654326674415472,-46.82172662275663
itapirapuã paulista,-24.57002921901095,-49.17550481542132
chiapetta,-27.918803188580053,-53.940581538542354
colonia z-3,-31.69806067785534,-52.15608346812286
iomerê,-27.00160681459406,-51.24104443321274
brejo de areia,-4.330462368659083,-45.58715125529508
brochier,-29.559863364757245,-51.59097204319844
são francisco do brejão,-5.123742970969467,-47.38270430925396
domingos mourao,-4.254657956573659,-41.27151747161251
paulo afonso,-9.407129323472066,-38.222613305959584
jaupaci,-16.18353920367387,-50.95324986097565
inajá,-12.36434666883332,-41.41920413626094
boa vista da aparecida,-25.43788547976089,-53.40870273133838
indiana,-22.174900699885658,-51.25553708630291
deodápolis,-22.274399913156465,-54.16835330212597
planaltina do parana,-23.022129878172322,-52.920112386474536
rio branco do ivaí,-24.317878092972787,-51.31458596279518
aparecida de são manuel,-22.733591606447433,-48.5945885586694
bananal,-22.683450551227974,-44.31891793333043
bertopolis,-17.02933112374303,-40.556778498789384
aparecida de goiânia,-16.77849967226487,-49.27678827746012
camaqua,-30.85333677129475,-51.80821362811722
sao sebastiao dos pocoes,-14.519815502077474,-44.39484575160132
votorantim,-23.547265880122136,-47.45058667876495
lauro de freitas,-12.884900331298661,-38.31467051487966
são tiago,-20.925262478586983,-44.51992824113234
cachoeira de pajeu,-15.96369190332583,-41.48928576054789
cristália,-16.71941671539638,-42.86554631218007
manuel duarte,-22.086052507128954,-43.55931365091539
nordestina,-10.823890963816604,-39.428907658356174
rodeiro,-21.200183156552296,-42.86603308681021
lontras,-27.168688431720614,-49.5393196011132
irundiara,-14.792131250364427,-42.27125252379007
santo antônio do jacinto,-16.523848708125527,-40.21262705219907
itapetininga,-23.587600964830145,-48.04508320649601
arenápolis,-14.460796953576503,-56.84148749881077
piritiba,-11.730754059381912,-40.555251679022064
pien,-26.09627248515005,-49.42795408415953
itauna,-20.07823356449228,-44.5807018612502
maranhãozinho,-2.2438906307028232,-45.857584014908156
cambuquira,-21.854320943796836,-45.29722726782118
são roque do canaã,-19.739244715149066,-40.66528841993358
xambrê,-23.728026140625335,-53.56386444412336
santo antonio das queimadas,-15.797654361727629,-40.83812774905536
areias,-22.582287289027455,-44.69615578487731
icapuí,-4.707487470015387,-37.36477477676849
cuiabá paulista,-22.28476382149904,-52.10368559821442
feijó,-8.182450043139589,-70.36481885769423
catucaba,-23.246340095815523,-45.20372634808252
aspasia,-20.16039149883064,-50.725964383456855
serra redonda,-7.185330489314501,-35.68043589181518
são pedro de rates,-20.78110999999996,-41.80055999999996
janduis,-6.018025294896411,-37.407154196756274
cromínia,-17.286317523386057,-49.38154870456713
braga,-27.616563469868108,-53.74094035229738
corinto,-18.365786615134013,-44.454401934788834
taquari,-29.792611549791314,-51.861249557717265
tejupá,-23.345271300548596,-49.37767643138816
cariús,-6.53350021765372,-39.495267217694284
campo verde,-15.550756301366514,-55.17606019140091
santo antonio do palma,-28.497683999999943,-52.00334449999996
fortaleza dos nogueiras,-6.964210606708281,-46.176952831906576
três cachoeiras,-29.45509516529458,-49.924025363269386
visconde de imbe,-22.070284455061227,-42.16001922952575
aratiba,-27.393878979446516,-52.30079208837952
menino jesus,-12.713841008258669,-38.44957562823752
ijaci,-20.824197486983888,-45.12648932140393
nova monte verde,-9.979483347743496,-57.449932389721454
ipiranga do sul,-27.936725922298304,-52.42664404208648
parisi,-20.305991533548113,-50.011150681476224
hidrolândia,-8.595623973966408,-43.34358066449142
macieira,-26.855407180080487,-51.37578670302245
sao joao da boa vista,-21.9782745804364,-46.79050499411808
pirapora do bom jesus,-23.403047732433812,-46.99511625156263
tambau,-21.702678345132167,-47.27662248897466
sao francisco do oeste,-5.999450627784394,-38.169771613839366
maués,-3.392297556429156,-57.71301168290511
colombia,-20.177483522110926,-48.687857356397735
goianinha,-6.268847246693895,-35.208961793624844
itambaraca,-23.017478098540938,-50.40680069783369
patos de minas,-18.588562538569054,-46.51218847404722
rio melo,-20.84097766956973,-43.54853626389678
barão de monte alto,-21.243894844265583,-42.236162380068045
sardoá,-18.781653399604387,-42.3665186184369
sao tome,-17.681545229715603,-47.08483463739637
agua nova,-6.205206243591784,-38.291460507110884
nova casa verde,-21.75753080444839,-53.26869050693442
borba,-4.391270069074022,-59.59364849599482
volta grande,-21.77253289303408,-42.53759758914452
aguai,-22.057066284995376,-46.976181652382344
ipe,-28.798246518141003,-51.29208696244272
itajaí,-26.90909877965412,-48.68288336578096
nova santa luzia,-19.76161013169393,-43.84992224558569
sao jose do bonfim,-7.160305687258828,-37.307585267779075
campo formoso,-10.504091563927068,-40.32610420270959
campina da lagoa,-24.59241160657905,-52.80415320094136
itaperuçu,-25.219799953850966,-49.34733960902946
matelândia,-25.23267410393141,-53.972675179854946
corrego dos monos,-20.883329999999944,-41.19999999999993
fronteiras,-7.086001621601332,-40.61536457587766
reserva do iguaçu,-25.834335859487332,-52.02999122077654
barbosa,-21.265672541770414,-49.95032168011178
chã grande,-8.242670310796774,-35.45989218142657
monte das gameleiras,-6.440139081002064,-35.784354118442096
pongaí,-21.72775811734589,-49.35555655638933
realeza (manhuacu),-20.192099999999957,-42.12573499999996
ananindeua,-1.3664682374065162,-48.40141600314847
joca claudino,-6.482814165227727,-38.47966669011944
são josé do mantimento,-20.006248581886872,-41.74862178576077
luislandia,-16.121047243565872,-44.585465619948344
mongaguá,-24.113784654303366,-46.669080210835304
nossa senhora das graças,-22.912105869236946,-51.79530778948481
sao jose dos campos,-23.210879707044008,-45.88518649653698
novo triunfo,-10.334867852834018,-38.42063873428229
são josé do cedro,-26.45741198781139,-53.513108744974325
barro,-7.173946792533361,-38.778493096718
milha,-5.676800333924614,-39.19446800617462
são josé de ribamar,-2.55204382379606,-44.1635125401551
tacuru,-23.63513947116163,-55.017107463670186
antônio prado,-28.85464090921841,-51.28150487705431
boqueirão do leão,-29.300057324776542,-52.42878707261995
petrolandia,-12.832352224656098,-40.60504335257601
monção,-3.4810678517913267,-45.24843406895479
santo afonso,-14.488749615691155,-57.03736592331845
muquem de sao francisco,-12.067233196304851,-43.54931781143554
elói mendes,-21.60706934646101,-45.566314143999655
goianesia,-15.33004702629376,-49.12252340476017
goioxim,-25.199011969966293,-51.99496207745665
cruzália,-22.74051580431164,-50.77135137481942
croata,-4.402757030610764,-40.89735453185912
angical do piauí,-6.090204944256271,-42.7380798758128
engenheiro paulo de frontin,-22.536648988916365,-43.665127140205286
luziânia,-16.2245613592943,-47.9448975333217
ingazeira,-7.677575153920559,-37.45957398406246
antonina do norte,-6.775232323102792,-39.988140212898365
tamandare,-8.753523336332709,-35.11422501467758
açailândia,-4.951866257769791,-47.49415337966891
potengi,-7.079038398020902,-40.05641516159247
conceicao do tocantins,-12.204695155750715,-47.2994908080942
baraúna,-5.080192966343256,-37.61927681875592
pirapozinho,-22.275856087480662,-51.49849889926355
bacaxa (saquarema) - distrito,-22.89762301753369,-42.47416898392744
jóia,-28.669441546249153,-54.118052028865776
são josé do campestre,-6.326897736555219,-35.714357444193304
porto alegre do norte,-10.872716557873721,-51.63671620309028
nova petrópolis,-29.37330762067253,-51.109401252315386
perdigão,-19.953651256766527,-45.08016899934883
breves,-1.6827641076623432,-50.47971983783624
tramandaí,-30.006276459108605,-50.1502638532956
crisolia,-20.59093369331585,-44.63699358439167
barao do triunfo,-30.389810826279273,-51.73751780101631
dois córregos,-22.364824938730006,-48.38700757064011
iati,-9.055876450755328,-36.85541970739244
camocim de são félix,-8.36406646604207,-35.762745399966335
conceicao da barra de minas,-21.12973689331769,-44.476645412618986
palmitinho,-27.353301619777028,-53.55804287681173
rancho alegre d  oeste,-24.30609896784189,-52.9566984051356
ararendá,-4.752986272735911,-40.83065274022709
cotia,-23.610952128091483,-46.90435454556702
ipoema,-19.618553312858914,-43.43823540781663
taciba,-22.38979601940348,-51.28957838619757
campo belo do sul,-27.899803209860398,-50.75957818767598
santa maria do suaçuí,-18.20348901224736,-42.393357574434795
são joão d'aliança,-14.707930502390838,-47.52353117333636
santa maria de jetiba,-20.03190658366206,-40.75192377127964
benevides,-1.3504592633478254,-48.25553277806337
sao joao da barra,-21.665779383435787,-41.05293466160541
nova modica,-18.44149689294558,-41.50022712873099
anapurus,-3.6741935509367245,-43.11039673415854
sao joao do oriente,-19.344893078932,-42.159167955193446
belterra,-2.6990375697557347,-54.92182694510641
buritinopolis,-14.455764796962804,-46.43602351126784
santa rita de jacutinga,-22.149054319383268,-44.094119233185026
são miguel do anta,-20.717008502608312,-42.716167460264785
ipiranga de goiás,-15.172520464831159,-49.673123190005455
lindóia do sul,-27.053190727930378,-52.084359108651014
santo amaro das brotas,-10.787406982793302,-37.05256509979145
nova canaã do norte,-10.625140825591805,-55.85596836614795
tabai,-29.687450437628005,-51.71994389843217
aurora,-12.764364640702667,-42.01472725220253
iguatemi,-23.680961541765573,-54.56262258401751
graca,-4.044992797038729,-40.752174650317315
tacaimbo,-8.3171265773973,-36.292013477121316
mairipotaba,-17.297301426609756,-49.492303397075744
sao domingos do prata,-19.87014659803512,-42.96332075351687
taiuva,-21.124081968639175,-48.45056152958666
presidente alves,-22.09793590396422,-49.43857555525024
cambui,-22.61214864614524,-46.058299673408214
carnaúba dos dantas,-6.556498300128969,-36.591074263873686
ana dias,-24.303711041917182,-47.06606866478016
juiz de fora,-21.75410420288933,-43.36263708878047
campos novos paulista,-22.60526913736948,-49.99964115870175
dona euzebia,-21.317612815141036,-42.81313261747552
frutal,-20.02737817547669,-48.93350958851245
parelhas,-6.689736437594983,-36.66057082946717
mogi guacu,-22.358388057583433,-46.94064429876075
independência,-27.85381387878176,-54.19181573622837
antonio almeida,-7.221787053150548,-44.1941006414621
sulina,-25.699912147716937,-52.720688133447965
ribeirão bonito,-22.06483927301379,-48.17425465216904
ribeirão vermelho,-21.1841610608518,-45.05902914820162
porto dos gaúchos,-11.534048124865487,-57.40936026413112
sao pedro da agua branca,-5.07590165150954,-48.416667042979476
figueiropolis,-12.135428331379803,-49.15991447389868
são joão do oriente,-19.33881572156187,-42.158285548314105
barra do quaraí,-30.208712525020598,-57.550762654969674
santana do manhuaçu,-20.094171238853225,-41.92186065447605
floresta do sul,-22.529538449967287,-49.743328546800285
alegrete do piaui,-7.241927090093526,-40.84388228862271
sao pedro,-22.357420762718466,-47.87620871558915
campos belos,-13.03716354927162,-46.76969397819881
itaipava do grajau,-5.275051665016177,-45.85550531717725
bodo,-5.988987926410246,-36.41243181692128
petunia,-21.011184089027143,-46.401661931992585
torrinha,-22.431454129411613,-48.16996617407239
marechal deodoro,-9.731920433403758,-35.85914026286754
pedro do rosário,-2.968129657893153,-45.34851173676488
manari,-8.962860755447547,-37.62602456356043
rio das flores,-22.167450983183613,-43.58379149561635
sao pedro da uniao,-21.130872790312452,-46.62319705923602
santo antônio do itambé,-18.464724196871895,-43.30575312657854
machadinho doeste,-9.423702804430814,-62.004057532059306
nova prata,-28.78225459518229,-51.60921296756924
santana do tabuleiro,-19.929913793332705,-42.19879331328145
descalvado,-21.908634153727807,-47.6195840295051
guajara,-7.546407283945712,-72.58416795499444
fazenda rio grande,-25.655911775273864,-49.31010070422006
palotina,-24.285797204852877,-53.83767755670335
elesbão veloso,-6.197583540962059,-42.13958014960574
medicilandia,-3.4513342343899853,-52.89035214047987
pacatuba,-4.688200712067091,-38.37952161511763
itiquira,-17.20584411495066,-54.14593314010621
colméia,-8.73707931770071,-48.74958449764157
camela,-8.513416771244213,-35.12499301620093
itatinga,-23.103265363450834,-48.61411255462107
acioli,-19.655909222582128,-40.46336507540551
entre rios do sul,-27.531259376150576,-52.731468436887646
álvares florence,-20.32272714305847,-49.90689615559135
chuí,-33.6891290484176,-53.45626739746759
jordania,-15.894583152477383,-40.189087172715126
siriri,-10.605307991896343,-37.113028382463725
sao joao nepomuceno,-21.59379717516691,-43.06666232397227
manaira,-7.723809318773779,-38.18448073612681
felipe guerra,-5.582167743425332,-37.70055965400177
catende,-8.665425346706638,-35.72603676583346
coronel ezequiel,-6.372854249999971,-36.18737049999997
são pedro da serra,-29.424040385743293,-51.51023840636887
mandaguaçu,-23.3420195918317,-52.1004260223983
campina das missoes,-27.986246265965278,-54.84109319235921
anori,-3.7454147776740614,-61.658785623085464
araua,-11.264487980231028,-37.62038398195362
serra do ramalho,-13.524336387693962,-43.60744132557089
abreulândia,-9.622442657403376,-49.149720300911845
hidrolandia,-10.808504985697125,-44.903179069279815
antônio almeida,-7.218767606910639,-44.19612938299576
vila pavão,-18.62012484038512,-40.60179261093983
coracao de maria,-12.222106899988114,-38.7607666735577
passa e fica,-6.4347815728365045,-35.64148942387484
apiacás,-9.539548339767281,-57.39338749594591
nova brasilandia d oeste,-12.002444605901823,-61.841775606502665
anastácio,-20.4870005668207,-55.806336732309404
sao domingos do azeitao,-6.814147858526174,-44.62864125427624
campo do tenente,-25.985589704184527,-49.67827341565765
candoi,-25.558575361796557,-52.03295368587645
paraiso do tocantins,-10.174387809427405,-48.88871492402185
mutum,-19.826182498347976,-41.438553664464244
salvador do sul,-29.441412123831636,-51.51055666604566
urucui,-7.2377630170117575,-44.55521888062354
coronel joao pessoa,-6.265689093152236,-38.44126594152204
itabatan,-11.9378409206552,-36.920795585577636
moita bonita,-10.581002312714064,-37.34126655040693
sao roque da fartura,-21.836587125897502,-46.743967446919655
lagoão,-29.223429201713525,-52.77186875874469
caetes,-8.775286049018238,-36.62542247309882
paragominas,-2.994986315824113,-47.35755451491293
caiçara do rio do vento,-5.7585654452271,-36.002305965220046
jafa,-22.21134533548581,-49.71858360658928
sao felix de minas,-18.591061181734624,-41.48777691657141
figueirao,-18.67968304243149,-53.63859225051574
coxixola,-7.629677234068473,-36.60436898740524
duas estradas,-6.688502968053444,-35.41885838715176
cardeal da silva,-11.952583147163717,-37.94737339060959
alto paraiso de goias,-14.139492062754922,-47.51685167996019
chapeco,-27.096682268910637,-52.620976133715224
serra do navio,0.8963534020785732,-52.000683284359894
urupês,-21.20607358048544,-49.29372247932287
louveira,-23.085505074199148,-46.95954096067056
santa helena de goias,-17.812848694797886,-50.5960695798566
dom macedo costa,-12.906137934124088,-39.192076256892555
itai,-23.418490700429288,-49.09047480722835
luiz alves,-26.71845387063875,-48.97048198417584
rio sono,-9.347138596367808,-47.89576630327467
porto mendes,-24.488822632390608,-54.30449431529456
alvaro de carvalho,-22.08320693131276,-49.717641246663305
jesúpolis,-15.951908999999947,-49.40275399999996
matipó,-20.285796114672383,-42.34108977059989
umirim,-3.6759334000428243,-39.340456364390285
mossoró,-5.186522616777029,-37.346431784210715
virgem da lapa,-16.79875682204193,-42.33631362538483
betim,-19.954066182129786,-44.166961626958226
prado,-17.328471244047822,-39.22480143405699
bela vista do piaui,-7.971796118705034,-41.87155806165832
guaranésia,-21.306475787415074,-46.79533243773284
sao miguel,-6.2343143165341015,-38.51494099699254
nortelandia,-14.452828606795125,-56.804848922697886
porangaba,-23.180441288501907,-48.12477521833464
estação cocal,-28.6007167687308,-49.24651695326921
xexéu,-8.802156376917791,-35.62459247332249
itubera,-13.735018480831929,-39.14699658394769
estrela do sul,-18.741282890204708,-47.70192478146414
passabem,-19.354227218587013,-43.13832429799134
uibai,-11.328784806922577,-42.13411085072491
santana do paraiso,-18.71383605841388,-44.005139447759554
cabedelo,-7.017697062131602,-34.83758108636302
belmonte,-17.186712407251022,-40.65313002533121
catuni,-16.240050839893893,-43.274954855461424
ilopolis,-28.927990403352872,-52.12669073361601
santana do acarau,-3.4614424467679625,-40.2032553918827
ilhota,-26.902549141356545,-48.825091024455425
paripiranga,-10.680502496494173,-37.86599600865977
nova pádua,-29.027556430098652,-51.3092507642092
aracuai,-16.868831314390277,-42.07904685695033
iraporanga,-12.283641858411915,-41.51262370813318
niteroi,-22.89392705179598,-43.0863352778399
tombos,-20.87131833703022,-42.1242027634345
vista gaucha,-27.288578991543197,-53.7013114090067
ipaporanga,-4.908117299278558,-40.7625212685025
irapuã,-21.277198973318665,-49.4104578440383
puxinana,-7.147147254820864,-35.9613676216698
pinto bandeira,-29.106822499999964,-51.4598955833333
ze doca,-3.2764990758671226,-45.65505434065194
jacuizinho,-29.035852790159055,-53.041768974762675
seara,-27.160802125766637,-52.31539991047458
fatima,-10.655566293673187,-42.172120873698475
sobrália,-19.23285208678622,-42.09784862628329
ipuacu,-26.63570078620826,-52.454664049404386
altaneira,-6.999919634947143,-39.7392994531862
canapi,-9.115906531545123,-37.60678416721471
bonopolis,-13.64952089553434,-49.830068884352784
brejolândia,-12.483972169004064,-43.9635274351195
corumbatai,-22.229950988390037,-47.62327919070465
senador eloi de souza,-6.0368537129233015,-35.692569114423655
rafael fernandes,-6.193393286224451,-38.22399047173384
paulo lopes,-27.978665492288247,-48.68271760811335
heitoraí,-15.718692768538055,-49.82657408453354
deodapolis,-22.238430741385727,-54.1553984636121
nazaré paulista,-23.1707571830007,-46.401713267540224
são domingos do sul,-28.531905087349504,-51.88965266373966
rosário do ivaí,-24.255059523980982,-51.25266243398954
tamboara,-23.199562909106824,-52.49953937018543
pocos de caldas,-21.79711792301684,-46.56424426831665
residencia fuck,-26.45557110565639,-50.23906174613877
itatiaia,-22.479297031136756,-44.55714132223876
sao tomas de aquino,-20.780808408845672,-47.09829878846958
tocantinópolis,-6.328332680438315,-47.42540137430882
nova esperanca do sul,-29.422782435272385,-54.91887531441849
bonfinópolis de minas,-16.562141275069045,-45.98543888506294
cocal,-3.47037926607246,-41.55482822863675
são josé da tapera,-9.562543486057487,-37.381093755776654
pindai,-14.48827869147119,-42.68516848951021
monteiro,-7.892896564919863,-37.12235103286806
itupeva,-23.06206573240724,-46.94082414876329
itaiopolis,-26.346359377764724,-49.90858380117121
ribeirao preto,-21.180750634407584,-47.804281096227655
rosario do ivai,-24.25489466945648,-51.25132161294229
trancoso,-16.58211866120122,-39.12861081987427
xambioá,-6.411694248979757,-48.53496750735377
caldazinha,-16.714290709454747,-49.0009401582621
pocinhos,-7.07871104426015,-36.05967093459546
acará,-1.960475172264062,-48.19888368109973
trizidela do vale,-4.566750844036261,-44.61727105095104
são miguel da boa vista,-26.69150797686976,-53.25360177955401
itinga do maranhao,-4.444747663712191,-47.516904416769115
monte mor,-22.944389409694327,-47.2953512215184
sideropolis,-28.600489381718344,-49.42666930162439
olimpia,-20.737113878937237,-48.90936350624343
jacaré (cabreúva),-23.29380441985684,-45.95992993510736
balneário arroio do silva,-28.984190901152985,-49.41423598011292
claudio manuel,-20.21334359818413,-43.19984080209576
jucurutu,-6.038655949071193,-37.021917390647346
santa cruz,-6.581544007398589,-36.83662553546079
carmo do paranaíba,-18.996879224260635,-46.30644429585237
sao joao das duas pontes,-21.142110971979104,-49.39493551815234
cruzeiro do sul,-14.78355806512036,-65.25854161947919
maracaja,-28.86102334222316,-49.45305071537674
campo do brito,-10.750394350095682,-37.49323013983065
agua doce do norte,-18.541736433301377,-40.9840576876171
tupãssi,-24.595304815515433,-53.50319842746255
santa quiteria,-4.3347642222603255,-40.1539557978715
acara,-1.95913141173418,-48.196307061033416
são gabriel do oeste,-19.38076839951226,-54.57695897985475
campanário,-18.24029406795396,-41.727992507265284
barcarena,-1.511883650645174,-48.634073318309134
cedro de são joão,-10.249084572265089,-36.88204479052135
morro chato,-28.677712894943163,-49.10966127783367
santa bárbara do tugúrio,-21.238366996555914,-43.55931691304367
foz do iguaçu,-25.51919451543059,-54.56123154536912
ceres,-15.303639303509014,-49.60722003897493
correntes,-9.1302229568726,-36.328720148830016
porto seguro,-16.43420138323371,-39.07667364956729
niquelandia,-14.473356023812869,-48.45785073989412
sao felix do coribe,-13.403075871852284,-44.19483773549591
paranavaí,-23.084480021220653,-52.45949325651747
miracema,-21.41145054043178,-42.19638618566784
taquaritinga,-21.40553874898689,-48.504879601256874
porto walter,-8.596674347154703,-71.4428233904134
são joão do caiuá,-22.856687767663306,-52.33370991406355
porto grande,0.7076814373174959,-51.409521108823526
botucatu,-22.882112535459907,-48.44701223244298
pauini,-7.709366703385173,-66.99783711943061
pindorama do tocantins,-11.143886531031116,-47.57513582310215
morro do coco,-21.37527999999997,-41.34666999999996
pedregulho,-20.248446312480414,-47.47674170415544
são brás do suaçuí,-20.62844759897709,-43.95235716211041
novo barreiro,-27.91177282672538,-53.114835359549815
alegre,-20.760206303395872,-41.535162761148506
capela do alto alegre,-11.671553500430173,-39.83595742249285
sao miguel do oeste,-26.733228064055737,-53.517757203889126
clementina,-21.560184913176546,-50.445800319817664
aurelino leal,-14.327923509614225,-39.36816194934361
monte santo de minas,-21.048526156050805,-46.84673160000177
sao sebastiao da boa vista,-1.6871049143283978,-49.54726559023781
são josé da safira,-18.325267269662465,-42.14367942800072
tucunduva,-27.658117161017174,-54.43981167345724
rio preto,-22.085421816565745,-43.82716795383048
coroata,-4.129394110410871,-44.126302490983484
varzea alegre,-6.793328159503984,-39.29956867247118
maria da fe,-22.309036546758747,-45.373343027619704
poção,-8.185981886412955,-36.705739627836564
coimbra,-20.858008685826494,-42.801683564272906
bugre,-20.30833133569851,-43.12830878955789
cruzília,-21.841677452526742,-44.812004747403
grão pará,-28.186448688864555,-49.2176234183171
luziapolis,-9.653239687200678,-35.74496877047144
ararenda,-4.755502730423517,-40.81594208154287
cacapava do sul,-30.514470936651445,-53.48837668297483
santelmo,-22.197288042509594,-48.87553297553746
sabino,-21.460262940961975,-49.577083582537135
ijuí,-28.388413856574847,-53.91607431186698
ulianópolis,-3.7480788975905766,-47.50298055288714
andre da rocha,-28.63235819903258,-51.573247145680746
santa maria da serra,-22.56963967288154,-48.15539870681134
cachoeira dos indios,-6.926267395956543,-38.68034156893038
jussara,-17.440017501577255,-50.34097675614473
sao jose do ivai,-23.132248473047188,-53.277412074957645
canelinha,-27.265701646122324,-48.768017636926956
joão alfredo,-7.861140982177245,-35.586903397597155
varzea do poco,-11.52730133892288,-40.31707734303388
catingal,-14.045718833379512,-40.562250676629375
torre de pedra,-23.24573498520836,-48.19608995233858
aral moreira,-22.953397805044233,-55.61759557539434
padre paraíso,-17.073044373004777,-41.48844108250529
urânia,-20.24502335193128,-50.636772963501784
taquaral de goias,-16.053370706691865,-49.60321286333268
são caetano do sul,-23.62546137921344,-46.56586067386289
joanópolis,-22.930851922695826,-46.275978207515976
lajeado,-29.35143583516394,-51.95125051765539
arembepe,-12.7621161537852,-38.18152285695949
mariental,-25.50943247821568,-49.298553
nova guataporanga,-21.33245586320039,-51.64596990139045
conceição dos ouros,-22.413574309252827,-45.79615146175365
conceicao da barra,-18.576328381214,-39.737184236556985
santa fe do araguaia,-7.15472559948443,-48.69002371333396
sao mateus do sul,-25.86977279456226,-50.38758600305624
paulinia,-22.765232498134228,-47.158572746889284
santo antonio do caiua,-22.7388759380432,-52.346239664001345
alem paraiba,-21.872452912165333,-42.693540638079725
sanclerlandia,-16.20124806460841,-50.31227662927027
aracariguama,-23.434263170131416,-47.067448725438695
estrela doeste,-20.286747977143445,-50.39812842861542
sao sebastiao do sacramento,-20.09771476731303,-42.15030408940868
cabo frio,-22.854990833265262,-42.026170513761436
domelia,-22.640738515249964,-49.20540010060419
carvalhopolis,-21.77837450770555,-45.84282812821213
mantenópolis,-18.86339039042393,-41.12257074180202
uruana de minas,-16.059718645669527,-46.255281956297424
vitoria das missoes,-28.349778893560693,-54.501107677696545
santa maria do oeste,-24.930667721437953,-51.886256665680726
itapicuru,-11.309948380095936,-38.21951612249751
monte alegre dos campos,-28.68405912532695,-50.782485908672925
novo sobradinho,-24.62605999999994,-53.75866999999994
aguiar,-7.09301285540057,-38.17180592219051
santo hipolito,-18.29590432950625,-44.2217514532808
braço do rio,-19.188656749526636,-40.11717391120304
santa rita de caldas,-22.049997436853925,-46.329107255186784
iracema,-4.292068941503137,-42.6440000565057
ariquemes,-9.910527745214482,-63.03555499768102
alto alegre dos parecis,-12.135037339165095,-61.85829592723605
são josé do hortêncio,-29.534347778154352,-51.25053115380663
lagoa santa,-19.633938360860416,-43.942342117138026
redencao da serra,-23.27663032336227,-45.52977917772929
sao luiz,1.0152400159994386,-60.0383298687258
vidigal,-23.6050243572413,-52.51777965287657
lafaiete coutinho,-13.65588606634181,-40.21271645912983
jose boiteux,-26.954214223450958,-49.62899615808049
capitólio,-20.61732815184094,-46.047565153118086
dom aquino,-15.809248226897083,-54.92192291932214
herculandia,-22.003365027751006,-50.387842122575734
rebouças,-25.62372849997531,-50.693358517247724
russas,-4.938637830671735,-37.97382628884966
joaquim távora,-23.501919042435343,-49.926925046212446
pinhalão,-23.78863450537009,-50.060195939969866
portel,-1.9363901669647074,-50.81903504159885
iguaí,-14.756775903869848,-40.09041742073925
trombudo central,-27.304425502499523,-49.79617447830575
remígio,-6.965839013214534,-35.79751169602716
fortuna,-5.73270945714518,-44.15547422094825
campinorte,-14.312747501518935,-49.153687621017596
sao felix,-12.606892162109409,-38.96969906409738
timburi,-23.20648945739114,-49.603074936348236
nazaré,-12.141420645077481,-40.17659542349188
sao jose dos quatro marcos,-15.627775907980226,-58.18164773306205
colônia nova,-31.666939999999958,-54.07082999999994
getúlio vargas,-27.88607314300492,-52.22879438201661
tabuleiro do norte,-5.249525498974742,-38.12931202446784
jupi,-8.711963126912737,-36.41573761536963
moreilândia,-7.630311777809364,-39.55039100602383
nova união,-19.71070252257958,-43.584042581415744
pato bragado,-24.62580914086374,-54.226730857752166
jataí,-17.882120015747972,-51.72383578556148
prainha,-1.9350719173926598,-53.60253642490913
acreuna,-17.39807627005333,-50.3725163925381
são thomé das letras,-21.721813922635697,-44.9829870861616
alvares florence,-20.32086634900235,-49.90910778322561
ipiranga de goias,-15.17322709405622,-49.67185700416129
senhor do bonfim,-10.4623416035804,-40.18376698689586
campos gerais,-21.23678866810368,-45.75998487562615
barra do choca,-14.771048917315843,-40.64005424899493
peixe-boi,-1.15312119723746,-47.303224145871404
boa esperança,-20.888216535662472,-44.92749980257844
barao de melgaco,-16.19543385236072,-55.951225309969416
alto paraíso de goiás,-14.138701191474786,-47.517061823243935
esmeraldas de ferros,-19.33055999999993,-42.87805999999995
santo antônio do amparo,-20.943158037704613,-44.923223359710626
candido sales,-15.483865878376696,-41.24363688548138
paty do alferes,-22.41827492285718,-43.421060831947685
nova crixas,-14.093150507610215,-50.34582900941042
ipiranga do norte,-12.209356507067444,-56.13926478237373
leandro ferreira,-19.717601976039926,-45.02483772207438
varginha,-21.561327093604767,-45.43651868660234
tiete,-23.10159158880962,-47.71178313273331
