geolocation_city,avg,avg
ferreira gomes,0.8568057461208006,-51.17843778836164
santo antônio do palma,-28.500265311914198,-52.82023840639483
itapemirim,-20.9480336752227,-40.80709718397391
coronel sapucaia,-23.271444714392516,-55.530243298699155
cidade gaucha,-23.382308468418294,-52.94056181099697
cocalzinho de goias,-15.760557738191093,-48.74092489632617
paranaíba,-19.679507154903778,-51.187691015227166
cunhatai,-26.974238331523022,-53.092094527672266
eliseu martins,-8.098802867760481,-43.66046842190942
piúma,-20.84017387244752,-40.72963753183626
ribeirão do pinhal,-23.412982853726998,-50.35967297568971
cajapio,-2.8762657761064014,-44.672934084080396
salinas,-16.164330348585707,-42.293253501472705
eleuterio,-22.329488152355584,-46.72340297028126
vila nova dos martirios,-5.184272401354696,-48.13692755742945
laguna carapã,-22.562404078241222,-55.155186302070646
estância velha,-29.591414322168422,-51.1089773596276
lambari d%26apos%3boeste,-15.316965225685076,-58.00667213944841
cerro grande do sul,-30.595087652628603,-51.75234557238621
camaragibe,-8.009755163207394,-34.98941306123811
ouro verde de minas,-18.06957244803235,-41.27328437311342
colmeia,-8.742396456458389,-48.7537200662305
camargo,-28.589473628212346,-52.204321869848215
cambira,-23.60488886544814,-51.57907045278063
olho dágua grande,-10.058129820454525,-36.81269635551255
tauá,-5.995816993426346,-40.29127276019542
são desidério,-12.36379746282131,-44.97619217135655
palmeira dos indios,-9.412722072832455,-36.63113327754435
porto barreiro,-25.551348270883782,-52.41172546902535
uniao da vitoria,-26.229796652851427,-51.08254572474216
acaiaca,-20.362913780496342,-43.14402222191236
corbelia,-24.79614177481781,-53.29776158029649
santo antônio dos campos,-20.10494584166951,-44.96931751345624
governador lindenberg,-19.252721480274865,-40.46099131352969
cândido rodrigues,-21.326920696609232,-48.63186196308003
itau,-5.840642116058385,-37.99244663549146
promissão,-21.54190487782491,-49.8566382349312
ilicínea,-20.938889684522405,-45.8267550826317
rodolfo fernandes,-5.789153409867771,-38.06065263299912
paracambi,-22.61483382699214,-43.70568337574858
santa vitoria,-18.85233398817802,-50.14297099280717
goiabal,-19.78702902955048,-42.68996158365317
prado ferreira,-23.039737203336404,-51.442612655406045
ipituna,-22.696709907922234,-43.128909611302475
cafelândia,-22.816669066051727,-50.94047495020115
presidente tancredo neves,-13.446819962486439,-39.42750988352717
poco dantas,-6.403671411602919,-38.49845283303188
antonio prado,-28.857214777991516,-51.284589157113466
caetés,-8.772919479694721,-36.62397850719389
serranopolis,-18.307489790321092,-51.95819839772952
jucurucu,-16.841940662037306,-40.15154400601871
soure,-0.7281230175502292,-48.51495708524847
passa tempo,-20.652362406747603,-44.49185581676562
aquidaba,-10.284870765298363,-37.019145177910744
bela vista do piauí,-7.970188270525646,-41.87049460375397
são bento do una,-8.522516592723374,-36.44259782036173
iracemápolis,-22.586430496047043,-47.51327684862494
pedro gomes,-18.10000654047169,-54.5517524207499
santo expedito do sul,-27.930038590396002,-51.65968008202174
parnarama,-5.681526563363478,-43.09391386530676
urandi,-14.768415571576352,-42.65584924472296
nova ibia,-13.810781841100843,-39.62355890564874
nova esperanca do sudoeste,-25.90026705531166,-53.26138773462206
caraúbas,-5.788437308087376,-37.55964152953034
nazare,-12.204291254817674,-40.07128536121476
avelino lopes,-10.14165747479132,-43.94873133203078
cesário lange,-23.224698755151095,-47.95566072580807
são roque,-23.533765952864858,-47.12637531094086
barra do cuiete,-19.06914736253169,-41.53228717515228
brazlândia,-15.6665580045204,-48.20162900644187
pracinha,-21.851401043961307,-51.08551972030021
sao sebastiao,-23.572364680881932,-45.43744237452527
sao valentim,-27.559213383304716,-52.524497922238886
ribeirao bonito,-22.082484597040203,-48.22272688325556
rio do campo,-26.945960859820904,-50.13939941622872
sao vicente ferrer,-5.680943211214821,-39.31536441443541
cicero dantas,-10.593016677890782,-38.38518647881568
viseu,-1.2021836317837071,-46.13899904732771
nova candelaria,-27.60902309375172,-54.11050892480636
sao luis de montes belos,-16.512523511234697,-50.37497138375875
videira,-27.00635303796964,-51.15060009982842
santa cruz cabrália,-16.288755464459953,-39.053475859629486
machado,-21.680408948048516,-45.920529932015285
plácido de castro,-10.328184097343968,-67.18116695224501
córrego novo,-19.83793334707936,-42.40417743384921
cambara do sul,-29.04360281440758,-50.1391711723774
anastacio,-20.494161788265725,-55.801304874870276
encanto,-6.112262032915492,-38.31131941313586
pavão,-17.4301449825101,-40.999163298296075
peixoto de azevedo,-10.24891506350181,-54.9093311180316
neopolis,-10.327140100715242,-36.57784839244322
igarape,-20.066856463367458,-44.30613545841538
jacarau,-6.613056811347769,-35.29138099813717
joselandia,-4.983319880332209,-44.69771335667673
santa fé de goiás,-15.770617834911468,-51.103218841845944
teodoro sampaio,-22.290531348716694,-51.85588908603854
brazlandia,-15.681034123716769,-48.19638639298267
filadélfia,-10.7374926768127,-40.14525598129964
marituba,-1.3669818638394697,-48.33763710174523
4o. centenario,-24.2718596772122,-53.0694333134515
valentim gentil,-20.421792359655733,-50.082892050678836
nilo peçanha,-13.60365720900267,-39.100930288269865
lebon régis,-26.93622863506047,-50.68418348490614
buriti de goiás,-16.186006579457462,-50.4356586157793
formosa do oeste,-24.296024477069246,-53.3145970174448
teutonia,-29.481360849312654,-51.80827176322769
garopaba,-28.038737678812907,-48.6314633279986
campos do jordão,-22.737363079498266,-45.58474460319417
chavantes,-23.039678343494334,-49.70849675119677
linha nova,-29.462187131839883,-51.20163853935473
sao juliao,-7.0939673286554665,-40.832713750601016
tres rios,-22.111624244170844,-43.2044605431471
sao vicente do rio doce,-19.26611686042794,-41.814269230849646
serrita,-7.945676919846612,-39.296455761113656
benfica,-20.90514878251563,-51.36969582554069
flores,-7.643478069693463,-37.98620280535531
adrianopolis,-24.668314396332,-48.97598733352184
pedra grande,-5.148605996737337,-35.87726992805369
guapiaçu,-20.794024475427904,-49.22557423057523
itapema,-27.104775732473964,-48.6222962013713
sao joao de itaguacu,-27.612420313848425,-48.59428743747125
santa rita do passa quatro,-21.703553428587647,-47.48280676309556
santa mônica,-23.161450564872965,-53.10033101252599
sao roque do paraguacu,-23.514302546209343,-47.13083935539563
dom pedro,-5.03688290010167,-44.43795301877852
heliópolis,-10.67802461614675,-38.28131755279932
itapoá,-26.0699488535351,-48.610394076065354
lima duarte,-21.841835048420975,-43.80181626080043
capitao poco,-1.7549561156434499,-47.0680835732846
corumbaiba,-18.141959158650877,-48.56364539532772
sao paulo de olivenca,-3.4639694801414582,-68.9485005
itapetinga,-15.25087590485796,-40.2442401037696
novo airao,-2.632409744156761,-60.94764754264055
barrado quarai,-30.208501711996696,-57.551585016369856
belo jardim,-8.468344421987068,-36.621156679544356
resplendor,-19.32488535792775,-41.249234673200206
cerro grande,-27.608345624559224,-53.166188436745145
euclides da cunha paulista,-22.57062177137926,-52.3908216193817
acopiara,-6.094117746073023,-39.448978487408645
toledo,-24.682861885992054,-53.568888828065674
faxinal do soturno,-29.575237890008665,-53.445063534660044
corumba de goias,-15.92490718627398,-48.809893098158774
jaguaribara,-5.455589582541656,-38.46247635948483
são francisco do maranhão,-6.202325999999946,-43.12447999999995
sales,-21.342211165541027,-49.49988762592354
fartura,-23.38865081814659,-49.51065070949628
pouso alto,-22.184387021366316,-44.97127698904318
santo antônio dos lopes,-4.851507530066822,-44.3883580228908
são vendelino,-29.368211431186968,-51.37857490398953
nova granada,-20.53638713412226,-49.32085573063807
taiúva,-21.12754592411469,-48.43924107031631
apiuna,-27.040098540929808,-49.38736340966762
salete,-26.98107493479344,-50.00490031863618
tocos,-22.903460323145516,-43.787664058741406
criciúma,-28.686045136570485,-49.3785167294791
santo aleixo,-22.60367684058216,-43.03723175928692
piabeta,-22.689739914121596,-43.34639483687892
oriximiná,-1.7673466591884717,-55.86301110145979
pedra branca,-5.738626351295755,-39.47964128273454
adrianópolis,-24.659640543997213,-48.99171509845514
sao pedro do avai,-20.191435002166163,-42.18823657709097
porto vitoria,-26.16417160254729,-51.22365162399173
lucaia,-14.748165284976679,-40.507653224226665
sao jose do vale do rio preto,-22.174996914066046,-42.93582057844613
posse,-14.08697332342566,-46.361570335997754
"campo alegre de lourdes, bahia, brasil",-9.517592726528802,-43.01436628952043
joao alfredo,-7.857724494891307,-35.59308978196088
carmésia,-19.085443785510886,-43.13861018153425
pântano grande,-30.191820158181073,-52.37144700508851
jacana,-6.430185383305617,-36.202833525691275
crucilandia,-20.393915923890283,-44.338653285596614
itamonte,-22.285425563590604,-44.867087463071876
nova laranjeiras,-25.30534604334855,-52.53942861117956
barra do ariranha,-18.66543471822127,-41.10047669413932
cataguarino,-21.29435692501821,-42.728764783740445
bento gonçalves,-29.163381213950583,-51.51482966374492
murici dos portelas,-3.3221660607098897,-42.090345763389365
guaxupe,-21.30591649747589,-46.71398615289039
santa isabel do para,-1.302214685602603,-48.15554499130395
poco verde,-10.715379221494196,-38.17468846741593
ramilandia,-25.118092831221038,-54.02813209571514
forquilha,-3.8015512539711955,-40.26303084530192
são sebastião da boa vista,-1.6726301806192274,-49.5552736890317
tuiuti,-23.150496968166717,-46.94940419575402
queiroz,-21.798872883557966,-50.24002469627394
capitão enéas,-16.32701018790475,-43.71181476751993
malhada de pedras,-14.38526247745433,-41.87957322066466
santa helena,-19.834390912449148,-52.15541244517755
muquém de são francisco,-12.213722999999945,-43.55862649999997
caporanga,-22.715829205576444,-49.571659661655474
sarzedo,-20.038320832591328,-44.138919596580216
santo estevao,-12.43441591861778,-39.253084091172724
santa tereza de goias,-13.692402412275767,-49.01373254391945
rio formoso,-8.66225420822748,-35.15271246410154
sao sebastiao de campos,-20.39949265383791,-52.754457380641135
são joão do soter,-5.109156384845848,-43.80611132290735
palestina,-19.777260776415822,-48.74284191873033
santa rita d'oeste,-20.144616861771652,-50.831516956628036
heliodora,-22.06702038204056,-45.54193223269824
sao pedro do butia,-28.12478566390293,-54.8937999550267
santana de parnaiba,-23.45227184674429,-46.88017162684783
cordisburgo,-19.127109211669413,-44.32027791184239
jaguarao,-32.5611764441063,-53.37816831965202
vitória das missões,-28.370663104153923,-54.50237453885991
panambi,-28.293540609837,-53.502237842130505
moncao,-3.497172874676663,-45.24760815378418
jequitibá,-19.25916247866048,-44.045508131748136
monsenhor hipólito,-6.99600666311089,-41.02876510496947
telha,-10.206161545362404,-36.88485305490262
reboucas,-25.623107667565854,-50.69334844064843
nazare paulista,-23.17429475763765,-46.39902802450401
aparecida de sao manuel,-22.73053188890062,-48.614713618517136
curionopolis,-6.115097405144286,-49.607332880234296
poco das trincheiras,-9.306397553434648,-37.28569619623742
sao benedito,-4.045568929593473,-40.865198368345396
agua comprida,-20.057383096926234,-48.10875095126893
getulio vargas,-27.88676534619614,-52.22840138851511
jacuipe,-8.841857533072906,-35.45662640709033
baixa grande,-11.96147261711341,-40.167789059567326
umarizal,-5.988403705719064,-37.815628439533135
orlandia,-20.716819132540525,-47.87975029563934
pariquera-acu,-24.715417382267695,-47.881117212278326
ibirapuã,-17.68764417997749,-40.108039595222884
descanso,-26.82439847607199,-53.502607057083246
paço do lumiar,-2.531592807921671,-44.161671802095
ita,-27.269088502867984,-52.339063992088576
tupanci do sul,-27.922620167073234,-51.538729248654676
joviânia,-17.805256776953605,-49.61789093829556
ararangua,-28.94309732360173,-49.48451950931831
rincão,-21.586743279896144,-48.073148199157345
crato,-7.2351456164340675,-39.41256108623942
barro preto,-14.808844881550723,-39.47322074620915
lagoa do ouro,-9.125033717775128,-36.4592499983351
sao francisco de paula,-27.843184130035834,-49.589451337235296
açu,-5.580040847128084,-36.91444838382109
colorado do norte,-10.477499999999964,-56.07805999999994
porto amazonas,-25.548289202306858,-49.89341320142013
montezuma,-15.171322156662702,-42.500336051042744
junco do seridó,-6.9947430504096175,-36.71296072216517
alvares machado,-22.07630414604995,-51.466719461990174
são josé dos pinhais,-25.53188930927573,-49.17521743532036
mágda,-20.64575012896244,-50.22375443454769
mário campos,-20.055806835781386,-44.17720848380887
santa rita do oeste,-24.369467799022647,-54.015234321983144
sao jose do herval,-29.050727570959644,-52.29123147021723
além paraíba,-21.87371057751886,-42.693734944407105
ibicuitinga,-4.968975917103503,-38.63460467283003
matutina,-19.222299922428324,-45.9698552385659
vargeão,-26.829918076536632,-52.13308124380722
fenix,-23.916196719571545,-51.979490047538164
turvelândia,-17.85348871872627,-50.30565961177566
barra de sao miguel,-9.39107016586702,-35.98643393717561
nova milano,-29.27631535976911,-51.33767129875
guaíba,-30.122765277305575,-51.34120323432553
coremas,-7.018257570439018,-37.944255498102386
sao jose do goiabal,-19.925462781788124,-42.70912194268158
alta floresta,-9.902096283770884,-56.14798246464169
dario meira,-14.431717562301127,-39.90512511992383
dom expedito lopes,-6.961682315419146,-41.67507885982183
caaporã,-7.519593362694998,-34.91512155675525
águas da prata,-21.94306127118055,-46.71822636812241
rosario do pontal,-20.346976514338905,-42.91431018266844
fortaleza,-3.763107946625494,-38.532429724974165
amaraji,-8.376909914843816,-35.45189171440257
belo horizonte,-19.908772138018268,-43.957549373181116
ponta grossa,-25.09320129462882,-50.157054554055925
rio largo,-9.49719129326223,-35.83329662981412
taubate,-23.02534602957091,-45.56402304174686
joaíma,-16.658010692692105,-41.02439127829797
ibiá,-19.524445598592493,-46.56716761398792
poço fundo,-21.780161291021017,-45.96788927598017
porto,-3.8936417401615118,-42.71397456154238
nova américa da colina,-23.33165128844846,-50.72096522034077
urucurituba,-3.055411886272194,-58.07688811560058
monte gordo,-12.62820390484079,-38.07663904225818
mossamedes,-16.124762286367023,-50.21385967090487
aguiarnopolis,-6.561381193085836,-47.47434760230476
guarara,-21.72905948176365,-43.040740476720195
são pedro do iguaçu,-24.934062931259803,-53.85974946939524
carauari,-4.799300247556453,-66.78594378843195
inhapi,-9.222300970685877,-37.74833004472581
amapora,-23.09538789831998,-52.78605065761681
cristal do sul,-27.455182249968693,-53.246288077913995
jales,-20.270890432738025,-50.5461937168549
bizarra,-7.9511256783138675,-34.87575706855559
couto de magalhães,-8.358264220346651,-49.18676602750434
rio casca,-20.22252127407397,-42.64917115867607
barra do garcas,-15.87863735073037,-52.27223991765777
pao de acucar,-9.747287060159335,-37.435836787253685
bonito,-16.03804318964134,-49.16265401596388
major gercino,-27.418043763021874,-48.99960161528702
divinolandia de minas,-18.79697374878173,-42.60537802342426
piraju,-23.198203430354845,-49.382780495954066
uauá,-9.838641010589473,-39.47893607685701
piedade de ponte nova,-20.246092931406494,-42.73613604068749
santa elvira,-16.16181380397204,-54.794484878177336
pinheiro grosso,-21.21199966653957,-43.72743641777874
buzios,-22.766488140198565,-41.918449628295065
barreiras do piaui,-9.924178531246852,-45.475758633548054
itamarati norte,-15.594053802773432,-56.11643428485359
quedas do iguaçu,-25.459037455344006,-52.92208617248792
bragantina,-24.60938923170033,-53.616028508061255
mondai,-27.101626874814844,-53.400421022352766
avare,-23.10166111004837,-48.923743286031524
bom fim do bom jesus,-23.28867817281418,-47.0565400118141
fernao,-22.36025524192231,-49.52092636503882
união paulista,-20.888142761927977,-49.8974886455278
antonio prado de minas,-21.012742396079165,-42.121740926437454
passagem dos teixeiras,-12.73419999999996,-38.44663499999996
vitorino freire,-4.2868658485315905,-45.24741911238609
carmo do paranaiba,-18.99771386487633,-46.308411778926036
igrejinha,-29.571977530057968,-50.79472976396335
jenipapo dos vieiras,-5.36678914416407,-45.62121965529248
jaraguá do sul,-26.482734657410976,-49.09315379353053
são martinho da serra,-29.542551228502425,-53.85604669443725
ipixuna do para,-2.7190568170400917,-47.6663595340731
itaete,-12.998639737693225,-40.99084584764362
nova redencao,-12.815050271974652,-41.06961268593105
araxá,-19.591346944161476,-46.93912509869803
pedra do indaia,-20.2625891117343,-45.209177419062875
guairaçá,-22.937964057806607,-52.686945077161184
ivate,-23.40677649686816,-53.36921586669552
sao sebastiao do oeste,-18.836943732275977,-43.94856940037862
itamogi,-20.882725764022158,-46.84170533402138
vale de são domingos,-15.29169066542842,-59.06107147549634
wanderlândia,-6.851795729508659,-47.96509690423705
esperanca nova,-23.724490384820417,-53.810626266155246
são marcos,-28.964545591994124,-51.06983400488466
urucuca,-14.590771622630406,-39.285986375121986
nova brasilândia d'oeste,-11.724590052316367,-62.32495461867188
ipora,-18.35114755979969,-51.772101707046524
rio grande,-32.070913738948285,-52.13061638124944
vista alegre do abuna,-9.656110035988695,-65.73778345925219
vale verde,-29.78256549402903,-52.18555139146929
eugenopolis,-21.097714778860887,-42.18445607552837
ponte alta do norte,-27.164118597254408,-50.46914219331401
olho-d agua do borges,-5.955692855500995,-37.70518786376032
pocrane,-19.618046015916363,-41.62973553584847
sem peixe,-20.10201115071774,-42.84099904738887
itambaracá,-23.018259799176988,-50.402758408292456
nelson de sena,-18.623382786385086,-46.508873582797726
potiretama,-5.7227003301908494,-38.15414564802764
colider,-10.807436827208907,-55.4575000803977
tapiraí,-23.963848494046186,-47.50556081214753
pombal,-6.76754691453374,-37.79582970815996
queimados,-22.685593945384333,-43.55552191424561
rancho queimado,-27.67265362894921,-49.02203223601675
amparo,-22.66181829147848,-46.74996861485433
santo antônio da barra,-17.55997710249322,-50.638389087676906
agrestina,-8.45504693653698,-35.946514345182976
juru,-7.537000194518192,-37.818491479962844
presidente juscelino,-15.494738364278877,-44.05997181899012
são josé de piranhas,-7.119199591356136,-38.50188922170101
são sebastião do oeste,-20.276093372214508,-45.00389249761863
poá,-23.524700999568356,-46.34861256511005
santana do mundaú,-9.170583167076085,-36.21702709757578
parnamirim,-6.008662991025974,-35.44549944626044
matinhos,-25.813132721140203,-48.5363046397346
senador guiomard,-10.153304051241047,-67.73425773430944
rio do sul,-27.21454204086185,-49.64117297750649
santo antônio de jesus,-12.911883930124755,-39.27977988654537
senador pompeu,-5.587877189387348,-39.3747408815969
santa fe de goias,-15.769157314682516,-51.1024387167681
cariré,-3.947311229692999,-40.47299254916692
uruaçu,-14.515968535988296,-49.14059758359618
itapirucu,-21.923454672384327,-46.39284580370064
nova itaberaba,-26.940613059706678,-52.815169740027706
divino,-20.61010856603874,-42.146371443505956
arapoema,-7.6566707806264365,-49.06430152660563
gaurama,-27.587028598939824,-52.09273969043397
pindorama,-21.184170397432013,-48.90797333090351
curralinhos,-5.620004256481491,-42.83116333952249
perdizes,-19.360654988886726,-47.28562643685491
araçoiaba,-7.790290354442398,-35.09134850015013
sao joaquim da barra,-20.58605627596257,-47.86389194500963
taperoá,-11.951336490665671,-38.531895858981635
lucrecia,-6.116042026009036,-37.813702845759224
aliança,-7.6065236797352815,-35.230632629378015
joao monlevade,-19.821258532598797,-43.17302546294976
jaborandi,-17.15693276942206,-46.44106103531672
candido mendes,-1.4726246367314049,-45.72691769273456
goiatins,-7.712059275596104,-47.31612787790185
itabaianinha,-11.274805025431899,-37.79079538097516
poxoreu,-15.828278451577832,-54.38950563154375
guiratinga,-16.34579505311171,-53.76318187898263
santa fe do sul,-20.223124959581988,-50.899863282773424
nhamunda,-2.192187978083454,-56.71420560952696
tabapora,-11.297234770990812,-56.78450245179601
antonio dias,-19.645957369834644,-42.86753891487179
jaguariuna,-22.693353826820214,-46.987836013949355
felicio dos santos,-18.078468664204728,-43.24693328887268
breu branco,-3.77496901565367,-49.56417145099628
ervália,-20.840742170257556,-42.65621483427234
sao francisco de itabapoana,-21.53971688476232,-41.17742162596333
poloni,-20.78496644492344,-49.81418240130233
mata grande,-9.117820475748035,-37.74224490331262
tiros,-18.985909056795897,-45.95200911439447
marambainha,-17.15821115326508,-41.56501492377995
conceicao de ipanema,-19.93300201793663,-41.69344462349187
conceição da barra,-18.580785575618606,-39.739706872369005
cândido mendes,-1.5701332434162787,-45.749276353948574
santa rita do trivelato,-13.804589501404605,-55.27546532954866
ribeirao das neves,-19.780764236057905,-44.06121321867433
santo antonio do leverger,-15.909788933711527,-56.02800912103811
coronel pacheco,-21.593698960032746,-43.27374596923992
maniacu,-12.40124246429234,-38.75402194721073
sao pedro da cipa,-16.002895218369083,-54.91989815307692
várzea branca,-9.23666238963236,-42.96024804356252
são valentim do sul,-29.042876999999947,-51.76472299999996
são josé do povo,-16.56233443306238,-54.29882172901994
paudalho,-7.8943420623158795,-35.178641709843
santa bárbara do sul,-28.366170040894353,-53.24869337751144
contendas do sincora,-13.759839246311046,-41.07024430697379
carabucu,-21.21637995297966,-41.58989687408153
inubia,-13.107973108427256,-42.010224873017975
sao joao dalianca,-14.707215351938476,-47.52460365040033
bento de abreu,-21.27350407378086,-50.811250271092526
santo antonio da barra,-17.559222574030766,-50.63433534047504
sao sepe,-30.164370611323545,-53.57076397909229
cabo de santo agostinho,-8.27613349112245,-35.0179555113192
orizona,-17.03217205432848,-48.300017708739176
luís gomes,-6.415416550163745,-38.386170032596866
santana do mundau,-9.165584287165396,-36.21882999995383
são joão do pau d%26apos%3balho,-21.269165301127543,-51.668757517234354
paracuru,-3.420717630729123,-39.0353693374114
abaíra,-13.251101562812092,-41.664659557986646
alpinopolis,-20.85823704007911,-46.386723918682634
luz,-19.79398058295839,-45.68171582957319
crixas do tocantins,-11.103223561131127,-48.91839140847343
contendas do sincorá,-13.833329999999933,-41.13332999999994
combinado,-12.815404808095106,-46.550130269666916
pratânia,-22.814823718868546,-48.66517107048136
senador jose bento,-22.163766923494755,-46.17900918159353
sede alvorada,-24.82693999999998,-53.646109999999965
capela do alto,-23.477943216104887,-47.73925651476335
sao francisco de assis do piaui,-8.23558184300691,-41.687773272442904
cocal do sul,-28.59886945254106,-49.32524103807989
juarez tavora,-7.1758035732213585,-35.58927191488588
sao fernando,-6.377383776920043,-37.18624897387134
pradópolis,-21.360801619627033,-48.073032413507654
carapebus,-22.19068358078699,-41.65744656238283
nicolau vergueiro,-28.53502651230807,-52.46157610346645
brasil novo,-3.3029288946406257,-52.53943255841229
avaí do jacinto,-16.14535826868856,-40.296888430361264
barão de cotegipe,-27.620882001452433,-52.373416374090986
piranga,-20.6629368621296,-43.29969488044494
tapiramuta,-11.847324908158518,-40.79289700959201
corumbaíba,-18.144662956242723,-48.56262783459883
codajas,-3.8385780625840695,-62.06891300381548
codó,-4.459216395971513,-43.89156225722527
são miguel das matas,-13.049921308887797,-39.45565185359631
ibicarai,-14.865115943784229,-39.59071308778987
guarapuava,-25.390422542951157,-51.4715664519775
herval d'oeste,-27.17383115730277,-51.49289467212773
cachoeira do piria,-1.7575178354696013,-46.54430674407903
doresópolis,-20.289584999999946,-45.89640349999996
cururupu,-1.827493581342699,-44.8703003618969
afuá,-0.15869544987536438,-50.389617235803755
campestre,-19.977199175460928,-44.80670278959838
placas,-3.866943073901409,-54.21756313417555
apeu,-1.295252999999994,-47.978118
lagoa da prata,-20.02406477242536,-45.537189813602396
feliz deserto,-10.294195260579944,-36.308551753117804
zortea,-27.456033954673803,-51.55151189525231
blumenau,-26.89954505025497,-49.08859270065087
araçaí,-19.199484332305055,-44.24675452107722
tarabai,-22.30449012443575,-51.55827751528551
unistalda,-29.047378076761213,-55.153083990286035
pinheirinho do vale,-27.212741486331932,-53.619519513233094
pinheiros,-18.410899011847384,-40.21940175223135
brazopolis,-22.47396797548645,-45.614997563089055
dois riachos,-9.387081056889098,-37.0891859763065
são josé da lapa,-19.708291769900878,-43.97754347271749
redenção,-7.2357289844889605,-47.650965812214224
flores de goiás,-14.56025781298672,-46.884518986339884
macaé,-22.379495733441367,-41.786587441639014
picos,-7.082489784751519,-41.462179116198236
gastao vidigal,-20.797604937397235,-50.191289479599
brasópolis,-22.473087281990843,-45.61672600019431
pirapo,-25.284762307650148,-52.94660328615323
tunas do parana,-24.972125749188116,-49.060750986352105
vitoria do jari,-0.9059687551335174,-52.42133615515238
valparaíso,-21.226329274937772,-50.86494688962421
umuarama,-23.76369629845646,-53.30627709706736
gastão vidigal,-20.798127684825637,-50.19183263913341
sao pedro do ivai,-23.895104092180624,-51.811057007106506
perola,-23.802686837854264,-53.680666061349115
piranhas,-14.158883754482147,-47.131432983663366
itacare,-14.279876460774517,-38.994106587745144
turvolândia,-21.876237736927752,-45.787332098600494
ladainha,-17.631604123802298,-41.746840513326276
capanema,-14.390598404721556,-50.7512437409717
santa luzia de mantenopolis,-18.88493545170069,-41.01554984953388
miguel pereira,-22.455900252010625,-43.47050731793302
santa fé do araguaia,-7.113821866574758,-48.80990190138881
barao de cotegipe,-27.61640332999156,-52.38149717136479
ribeirão corrente,-20.459971099598206,-47.58909753582113
juruti,-2.159039051529266,-56.08520031207942
guaimbê,-21.91002885505217,-49.89582406016238
chiador,-22.05702012002341,-43.09008428366405
conceição do castelo,-20.357081171719617,-41.25395419465878
sao joao da serra negra,-18.83836723424129,-46.91611677152466
sao luiz do paraitinga,-23.2238069215955,-45.30958618886784
santa isabel,-23.229502578532934,-46.2615396461425
nova patria,-22.220004382746865,-51.641515505022895
lagoa seca,-7.159336992234634,-35.85623111704173
paraí,-28.594382712854696,-51.7877183870098
formosa da serra negra,-6.440164369613966,-46.18887045913658
jaguapita,-23.1136128872461,-51.533296437734016
regente feijó,-22.224882555137256,-51.30323754317523
melo viana,-19.697918078989456,-44.17675823929734
sao jose da mata,-7.181092335882639,-35.984763356596574
paiquere,-23.52858409402684,-51.08333863424432
capitao,-29.27024489370997,-51.98852527830797
sao sebastiao da barra,-19.243883573042137,-42.21299557478605
jitauna,-14.01653364991671,-39.890226391742374
alto parana,-23.130730094832906,-52.32186430039271
três rios,-22.111496409503857,-43.203115037547626
cosmópolis,-22.641662353535843,-47.19190384975639
marcelândia,-11.081408205149167,-54.517194014548295
porteiras,-7.533616259304608,-39.11451825223131
pedro regis,-6.644478045295396,-35.291626584910276
sao bras do suacui,-20.62564535262845,-43.94961939197917
alexandria,-6.4133556570692125,-38.01396726012292
brasilandia de minas,-17.004528732657654,-46.00445130598515
mimoso de goias,-15.057830370299383,-48.16129611768345
goianá,-21.537171299300688,-43.200054798060606
panema,-22.952378749824156,-50.586278850748265
quatipuru,-0.8785860725382033,-47.01902439658147
tumiritinga,-19.004845545846052,-41.65183983345178
vianopolis,-16.74555213209521,-48.514168230131915
campestre de goias,-16.762699452853532,-49.69590057519049
barra do jacuipe,-11.869524879131234,-40.21960571122674
pedra do anta,-20.596465377431066,-42.71642401015641
lagoao,-29.22660107522239,-52.77629788682028
araporã,-18.432791642142238,-49.18663962139803
palmas de monte alto,-14.259195769374115,-43.16641762118674
pintópolis,-16.054579190053236,-45.146536745275775
jatei,-22.479903937442327,-54.30732369325756
palmeiras,-12.51688809101802,-41.57768001723084
paraiso do sul,-29.725965615310777,-53.18077412455145
mata verde,-15.690291833040083,-40.73844595333425
caracarai,1.8105256732349897,-61.13374135900065
teofilo otoni,-17.861860826922964,-41.50636627107565
california da barra,-22.282201032815,-43.93287506539874
cipó,-11.100652452258467,-38.51467502439647
tres marias,-18.20813589322185,-45.22590288321793
aquidauana,-20.4676193020492,-55.783090950473515
canaã dos carajás,-6.531659134980587,-49.86086497697985
biquinhas,-18.78139797359643,-45.50524614116217
alta floresta doeste,-11.936514767963192,-62.00345070550289
rio bonito do iguaçu,-25.51380633686195,-52.51520357744574
getulândia,-22.661276953082087,-44.10248308285082
doverlândia,-16.760713835540127,-52.3499891685064
codajás,-3.8403963249289625,-62.06434319442474
corupa,-26.432300023576786,-49.24674271497966
entre-ijuís,-28.36046925164465,-54.270682609470875
ipu,-4.327048757984198,-40.71134544089484
salto do itararé,-23.604356591289854,-49.628428760733186
pontao,-28.06191881455677,-52.67832805536071
belem do piaui,-7.375124494010417,-40.967587745568785
espigão do oeste,-11.511129926411446,-61.00936259349249
iepe,-22.66026058910762,-51.074897348774016
vassouras,-22.407070403765783,-43.6668201618604
edealina,-17.421931299100653,-49.680513952289864
minas novas,-17.22409325173999,-42.585292129283744
são domingos do capim,-1.8008579999999448,-47.68980199999996
onca de pitangui,-19.734882031442666,-44.80761474627487
cruz das almas,-12.670246382541528,-39.1032774673989
